                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                 3.1943,                 3.8609,                 2.3148,                0.92799,                0.49764,                0.40762,                0.42382,                0.14898,                0.28042,                0.26723,                0.23241,                0.07839,                 2.6674,                 3.8828,                 1.5041,                0.98386,              0.0013781,              0.0013781,              0.0013781
                     12,                 3.1802,                  3.165,                 1.9391,                0.94269,                0.49764,                0.40762,                0.42382,                0.14898,                0.28042,                0.26723,                0.23241,                0.07839,                 2.6674,                 3.8828,                 1.5041,                0.98386,              0.0013724,              0.0013724,              0.0013724
                     13,                 3.0318,                 2.9257,                 1.8884,                0.92441,                0.49764,                0.40762,                0.42382,                0.14898,                0.28042,                0.26723,                0.23241,                0.07839,                 2.6674,                 3.8828,                 1.5041,                0.98386,              0.0013668,              0.0013668,              0.0013668
                     14,                 3.0434,                 2.8311,                 1.9249,                0.90433,                0.54117,                0.47658,                0.45611,                0.14565,                0.38792,                0.38857,                0.34408,                0.12884,                 2.7997,                   3.51,                 1.5182,                0.97584,              0.0013611,              0.0013611,              0.0013611
                     15,                 3.4386,                 3.0261,                 2.0001,                0.90262,                0.54117,                0.47658,                0.45611,                0.14565,                0.38792,                0.38857,                0.34408,                0.12884,                 2.7997,                   3.51,                 1.5182,                0.97584,              0.0013554,              0.0013554,              0.0013554
                     16,                 2.9112,                 2.5868,                  1.791,                0.93297,                0.53944,                0.54703,                0.50317,                0.17292,                0.38293,                0.43507,                0.35732,                0.14478,                 2.6863,                 3.0348,                 1.4773,                 0.9525,              0.0013498,              0.0013498,              0.0013498
                     17,                 3.1305,                 3.2191,                 1.8057,                0.91817,                0.53944,                0.54703,                0.50317,                0.17292,                0.38293,                0.43507,                0.35732,                0.14478,                 2.6863,                 3.0348,                 1.4773,                 0.9525,              0.0013441,              0.0013441,              0.0013441
                     18,                 2.7771,                 2.5291,                 1.6055,                0.92591,                0.53944,                0.54703,                0.50317,                0.17292,                0.38293,                0.43507,                0.35732,                0.14478,                 2.6863,                 3.0348,                 1.4773,                 0.9525,              0.0013385,              0.0013385,              0.0013385
                     19,                   3.01,                 2.9024,                  1.755,                0.90525,                0.54042,                 0.5451,                0.49783,                0.16232,                0.31734,                0.38132,                0.27832,                0.10038,                 2.7166,                 3.9647,                 1.4229,                0.93277,              0.0013328,              0.0013328,              0.0013328
                     20,                 2.8205,                  2.799,                 1.6505,                0.89217,                0.54042,                 0.5451,                0.49783,                0.16232,                0.31734,                0.38132,                0.27832,                0.10038,                 2.7166,                 3.9647,                 1.4229,                0.93277,              0.0013271,              0.0013271,              0.0013271
                     21,                 3.0762,                 2.9889,                 1.7818,                0.88847,                0.59134,                0.52437,                0.51608,                0.15975,                0.30034,                0.37728,                0.26033,                0.09018,                 2.7527,                 3.1797,                 1.4084,                0.92911,              0.0013215,              0.0013215,              0.0013215
                     22,                 2.8264,                 2.5815,                 1.7158,                0.86188,                0.59134,                0.52437,                0.51608,                0.15975,                0.30034,                0.37728,                0.26033,                0.09018,                 2.7527,                 3.1797,                 1.4084,                0.92911,              0.0013158,              0.0013158,              0.0013158
                     23,                 2.9552,                 2.8996,                 1.7564,                0.85835,                0.59134,                0.52437,                0.51608,                0.15975,                0.30034,                0.37728,                0.26033,                0.09018,                 2.7527,                 3.1797,                 1.4084,                0.92911,              0.0013102,              0.0013102,              0.0013102
                     24,                 2.7156,                 2.7536,                 1.5539,                0.90376,                0.55423,                0.52884,                0.49226,                0.14709,                0.28835,                0.37309,                0.23562,                0.08139,                 2.8762,                 3.3679,                 1.4064,                0.94198,              0.0013045,              0.0013045,              0.0013045
                     25,                  2.762,                 2.3495,                 1.5936,                0.88993,                0.55423,                0.52884,                0.49226,                0.14709,                0.28835,                0.37309,                0.23562,                0.08139,                 2.8762,                 3.3679,                 1.4064,                0.94198,              0.0012988,              0.0012988,              0.0012988
                     26,                 2.8373,                 2.7749,                 1.6472,                0.88393,                0.59439,                0.53221,                0.55043,                0.17593,                0.37505,                0.41727,                0.30893,                0.10867,                 2.7226,                 3.2767,                 1.3373,                0.92929,              0.0012932,              0.0012932,              0.0012932
                     27,                 2.8037,                 2.7501,                 1.5962,                0.86874,                0.59439,                0.53221,                0.55043,                0.17593,                0.37505,                0.41727,                0.30893,                0.10867,                 2.7226,                 3.2767,                 1.3373,                0.92929,              0.0012875,              0.0012875,              0.0012875
                     28,                 2.7128,                 2.6673,                 1.5326,                0.87121,                0.59439,                0.53221,                0.55043,                0.17593,                0.37505,                0.41727,                0.30893,                0.10867,                 2.7226,                 3.2767,                 1.3373,                0.92929,              0.0012819,              0.0012819,              0.0012819
                     29,                 2.8633,                 2.7545,                 1.4916,                0.86343,                0.61238,                0.58061,                0.58264,                0.20887,                0.47352,                0.46649,                0.39717,                0.14291,                 2.5665,                 3.1944,                 1.2714,                0.91527,              0.0012762,              0.0012762,              0.0012762
                     30,                  2.816,                 2.6173,                 1.5703,                0.87558,                0.61238,                0.58061,                0.58264,                0.20887,                0.47352,                0.46649,                0.39717,                0.14291,                 2.5665,                 3.1944,                 1.2714,                0.91527,              0.0012706,              0.0012706,              0.0012706
                     31,                 2.8213,                 2.7543,                  1.534,                0.86533,                0.61785,                0.62366,                0.59762,                0.20599,                0.39098,                0.48502,                0.34515,                0.12326,                 2.5722,                 3.5382,                 1.2609,                0.91118,              0.0012649,              0.0012649,              0.0012649
                     32,                 2.8455,                 2.6358,                 1.5367,                0.85494,                0.61785,                0.62366,                0.59762,                0.20599,                0.39098,                0.48502,                0.34515,                0.12326,                 2.5722,                 3.5382,                 1.2609,                0.91118,              0.0012592,              0.0012592,              0.0012592
                     33,                 2.9338,                 2.7513,                 1.5914,                0.85808,                0.61785,                0.62366,                0.59762,                0.20599,                0.39098,                0.48502,                0.34515,                0.12326,                 2.5722,                 3.5382,                 1.2609,                0.91118,              0.0012536,              0.0012536,              0.0012536
                     34,                 2.8654,                 3.0047,                  1.587,                0.83067,                0.54184,                0.59718,                0.51549,                0.14903,                0.27507,                0.42327,                0.22414,                0.06939,                 2.8286,                 4.8853,                 1.3372,                0.92402,              0.0012479,              0.0012479,              0.0012479
                     35,                 2.7247,                 3.1509,                 1.4292,                 0.8867,                0.54184,                0.59718,                0.51549,                0.14903,                0.27507,                0.42327,                0.22414,                0.06939,                 2.8286,                 4.8853,                 1.3372,                0.92402,              0.0012423,              0.0012423,              0.0012423
                     36,                 2.7217,                  3.134,                 1.5357,                0.86664,                0.49395,                0.55785,                0.43252,                0.12015,                0.22695,                0.36315,                0.16253,                0.05371,                  2.976,                 4.3215,                 1.3614,                0.92973,              0.0012366,              0.0012366,              0.0012366
                     37,                 2.8726,                 3.0841,                 1.5666,                0.85953,                0.49395,                0.55785,                0.43252,                0.12015,                0.22695,                0.36315,                0.16253,                0.05371,                  2.976,                 4.3215,                 1.3614,                0.92973,              0.0012309,              0.0012309,              0.0012309
                     38,                 2.7773,                 2.5508,                 1.4928,                0.85297,                0.49395,                0.55785,                0.43252,                0.12015,                0.22695,                0.36315,                0.16253,                0.05371,                  2.976,                 4.3215,                 1.3614,                0.92973,              0.0012253,              0.0012253,              0.0012253
                     39,                 2.6872,                 2.6678,                 1.4952,                0.85225,                0.53998,                0.59294,                0.50777,                0.15207,                 0.2592,                0.39658,                 0.1884,                0.07182,                  2.851,                 3.2019,                 1.2805,                0.92921,              0.0012196,              0.0012196,              0.0012196
                     40,                 2.7038,                 2.6405,                 1.5015,                 0.8542,                0.53998,                0.59294,                0.50777,                0.15207,                 0.2592,                0.39658,                 0.1884,                0.07182,                  2.851,                 3.2019,                 1.2805,                0.92921,               0.001214,               0.001214,               0.001214
                     41,                 2.5696,                 2.7223,                 1.3981,                0.85998,                0.56565,                 0.5906,                0.56334,                0.17068,                0.30356,                0.41527,                 0.2248,                0.08364,                 2.7961,                 2.8439,                 1.2542,                0.92952,              0.0012083,              0.0012083,              0.0012083
                     42,                 2.7106,                  2.887,                 1.4672,                0.85589,                0.56565,                 0.5906,                0.56334,                0.17068,                0.30356,                0.41527,                 0.2248,                0.08364,                 2.7961,                 2.8439,                 1.2542,                0.92952,              0.0012026,              0.0012026,              0.0012026
                     43,                 2.7468,                 2.9257,                 1.5555,                0.85513,                0.56661,                0.53468,                0.51574,                0.15356,                0.32712,                  0.415,                0.24654,                0.08991,                 2.9278,                 3.4281,                 1.3048,                0.93871,               0.001197,               0.001197,               0.001197
                     44,                 2.8129,                 2.6469,                 1.5265,                0.84199,                0.56661,                0.53468,                0.51574,                0.15356,                0.32712,                  0.415,                0.24654,                0.08991,                 2.9278,                 3.4281,                 1.3048,                0.93871,              0.0011913,              0.0011913,              0.0011913
                     45,                   2.71,                 2.5443,                 1.4603,                0.84442,                0.56661,                0.53468,                0.51574,                0.15356,                0.32712,                  0.415,                0.24654,                0.08991,                 2.9278,                 3.4281,                 1.3048,                0.93871,              0.0011857,              0.0011857,              0.0011857
                     46,                 2.5861,                 2.7442,                 1.3891,                0.86987,                0.56407,                0.56217,                0.54041,                0.16296,                0.35374,                0.45059,                0.27199,                0.09522,                 2.8911,                 3.5414,                 1.3186,                0.93936,                0.00118,                0.00118,                0.00118
                     47,                 2.7122,                 2.5881,                  1.482,                0.84363,                0.56407,                0.56217,                0.54041,                0.16296,                0.35374,                0.45059,                0.27199,                0.09522,                 2.8911,                 3.5414,                 1.3186,                0.93936,              0.0011744,              0.0011744,              0.0011744
                     48,                 2.6231,                  2.416,                 1.4202,                0.85771,                0.63273,                0.58473,                0.61048,                0.20233,                0.36313,                0.45676,                0.28298,                0.10486,                 2.7216,                 3.1625,                 1.2754,                 0.9272,              0.0011687,              0.0011687,              0.0011687
                     49,                 2.5552,                 2.4138,                  1.372,                0.84949,                0.63273,                0.58473,                0.61048,                0.20233,                0.36313,                0.45676,                0.28298,                0.10486,                 2.7216,                 3.1625,                 1.2754,                 0.9272,               0.001163,               0.001163,               0.001163
                     50,                 2.7601,                 2.7759,                 1.4186,                0.83092,                0.63273,                0.58473,                0.61048,                0.20233,                0.36313,                0.45676,                0.28298,                0.10486,                 2.7216,                 3.1625,                 1.2754,                 0.9272,              0.0011574,              0.0011574,              0.0011574
                     51,                 2.6577,                 2.4979,                 1.4113,                0.85772,                0.58437,                0.58767,                0.55678,                0.18566,                0.34468,                0.46039,                0.29241,                 0.1117,                  2.769,                 2.8091,                 1.2875,                0.93015,              0.0011517,              0.0011517,              0.0011517
                     52,                 2.6323,                 2.4192,                 1.4034,                0.84778,                0.58437,                0.58767,                0.55678,                0.18566,                0.34468,                0.46039,                0.29241,                 0.1117,                  2.769,                 2.8091,                 1.2875,                0.93015,              0.0011461,              0.0011461,              0.0011461
                     53,                 2.6126,                 2.5978,                 1.5279,                0.83299,                0.53508,                0.57791,                0.51568,                0.17114,                0.36526,                0.46574,                0.31404,                0.11978,                 2.8224,                 2.8215,                 1.3465,                0.93187,              0.0011404,              0.0011404,              0.0011404
                     54,                  2.532,                  2.198,                 1.3677,                0.85043,                0.53508,                0.57791,                0.51568,                0.17114,                0.36526,                0.46574,                0.31404,                0.11978,                 2.8224,                 2.8215,                 1.3465,                0.93187,              0.0011347,              0.0011347,              0.0011347
                     55,                 2.5443,                 2.6281,                 1.4478,                 0.8475,                0.53508,                0.57791,                0.51568,                0.17114,                0.36526,                0.46574,                0.31404,                0.11978,                 2.8224,                 2.8215,                 1.3465,                0.93187,              0.0011291,              0.0011291,              0.0011291
                     56,                 2.4872,                 2.2066,                 1.4427,                0.85289,                0.54862,                 0.5659,                0.51967,                0.16884,                0.37289,                0.44903,                0.31297,                0.11807,                 2.8582,                 3.1452,                 1.3375,                0.92082,              0.0011234,              0.0011234,              0.0011234
                     57,                  2.578,                  2.265,                 1.3526,                0.83765,                0.54862,                 0.5659,                0.51967,                0.16884,                0.37289,                0.44903,                0.31297,                0.11807,                 2.8582,                 3.1452,                 1.3375,                0.92082,              0.0011178,              0.0011178,              0.0011178
                     58,                  2.458,                 2.3375,                 1.3051,                0.84799,                 0.6136,                0.58673,                0.59531,                0.20417,                0.38913,                0.47677,                0.33245,                 0.1305,                 2.7092,                 3.2503,                 1.2933,                0.90591,              0.0011121,              0.0011121,              0.0011121
                     59,                 2.4233,                 2.3742,                 1.2547,                0.84434,                 0.6136,                0.58673,                0.59531,                0.20417,                0.38913,                0.47677,                0.33245,                 0.1305,                 2.7092,                 3.2503,                 1.2933,                0.90591,              0.0011064,              0.0011064,              0.0011064
                     60,                 2.6565,                 2.3352,                 1.4383,                0.82474,                 0.6136,                0.58673,                0.59531,                0.20417,                0.38913,                0.47677,                0.33245,                 0.1305,                 2.7092,                 3.2503,                 1.2933,                0.90591,              0.0011008,              0.0011008,              0.0011008
                     61,                 2.4506,                 2.1233,                 1.3171,                0.84185,                0.63297,                0.56467,                0.60867,                0.19882,                 0.3592,                0.42155,                0.29522,                0.11427,                 2.7144,                 3.2907,                 1.3168,                0.90683,              0.0010951,              0.0010951,              0.0010951
                     62,                  2.481,                 2.3095,                 1.2606,                0.83345,                0.63297,                0.56467,                0.60867,                0.19882,                 0.3592,                0.42155,                0.29522,                0.11427,                 2.7144,                 3.2907,                 1.3168,                0.90683,              0.0010895,              0.0010895,              0.0010895
                     63,                 2.5829,                 2.1676,                 1.3631,                0.82472,                0.60161,                0.56285,                0.57168,                0.19322,                 0.3292,                0.39194,                0.25251,                0.09674,                 2.6902,                 3.4307,                 1.3363,                0.90548,              0.0010838,              0.0010838,              0.0010838
                     64,                 2.4575,                 2.3651,                 1.3266,                0.86604,                0.60161,                0.56285,                0.57168,                0.19322,                 0.3292,                0.39194,                0.25251,                0.09674,                 2.6902,                 3.4307,                 1.3363,                0.90548,              0.0010782,              0.0010782,              0.0010782
                     65,                 2.5494,                 2.2923,                 1.3671,                0.83915,                0.60161,                0.56285,                0.57168,                0.19322,                 0.3292,                0.39194,                0.25251,                0.09674,                 2.6902,                 3.4307,                 1.3363,                0.90548,              0.0010725,              0.0010725,              0.0010725
                     66,                 2.3923,                  2.276,                 1.2461,                0.83472,                0.62932,                0.62166,                0.59974,                0.21442,                0.32088,                0.41198,                0.24504,                0.09624,                 2.5702,                 3.5067,                 1.2443,                0.89644,              0.0010668,              0.0010668,              0.0010668
                     67,                 2.5229,                 2.2456,                 1.3341,                0.82588,                0.62932,                0.62166,                0.59974,                0.21442,                0.32088,                0.41198,                0.24504,                0.09624,                 2.5702,                 3.5067,                 1.2443,                0.89644,              0.0010612,              0.0010612,              0.0010612
                     68,                 2.5087,                  2.304,                  1.378,                0.82172,                0.63867,                0.62491,                0.60638,                0.21012,                0.31443,                0.39078,                0.24254,                0.09168,                 2.5812,                 3.6398,                 1.2367,                0.90134,              0.0010555,              0.0010555,              0.0010555
                     69,                 2.5805,                 2.6634,                 1.3658,                0.84003,                0.63867,                0.62491,                0.60638,                0.21012,                0.31443,                0.39078,                0.24254,                0.09168,                 2.5812,                 3.6398,                 1.2367,                0.90134,              0.0010499,              0.0010499,              0.0010499
                     70,                 2.5706,                 2.1799,                 1.3895,                0.84473,                0.63867,                0.62491,                0.60638,                0.21012,                0.31443,                0.39078,                0.24254,                0.09168,                 2.5812,                 3.6398,                 1.2367,                0.90134,              0.0010442,              0.0010442,              0.0010442
                     71,                 2.3598,                 2.4655,                 1.2887,                0.86906,                0.65569,                0.60092,                0.61124,                 0.2084,                0.30257,                0.37815,                0.23577,                0.08629,                 2.6034,                 3.3038,                 1.2808,                0.90927,              0.0010385,              0.0010385,              0.0010385
                     72,                 2.3619,                 2.0996,                 1.2448,                0.84051,                0.65569,                0.60092,                0.61124,                 0.2084,                0.30257,                0.37815,                0.23577,                0.08629,                 2.6034,                 3.3038,                 1.2808,                0.90927,              0.0010329,              0.0010329,              0.0010329
                     73,                 2.4851,                  2.481,                 1.3538,                0.83385,                0.65236,                0.58472,                0.62053,                0.21385,                0.33739,                0.40729,                0.27328,                0.10729,                 2.6543,                 3.0537,                 1.2909,                0.91599,              0.0010272,              0.0010272,              0.0010272
                     74,                 2.5351,                  2.513,                 1.3887,                0.83767,                0.65236,                0.58472,                0.62053,                0.21385,                0.33739,                0.40729,                0.27328,                0.10729,                 2.6543,                 3.0537,                 1.2909,                0.91599,              0.0010216,              0.0010216,              0.0010216
                     75,                  2.289,                 1.9876,                 1.1981,                0.86553,                0.67187,                0.58621,                0.62832,                0.23164,                 0.4251,                0.47347,                0.38104,                0.15361,                 2.5754,                 2.9902,                 1.2552,                0.91628,              0.0010159,              0.0010159,              0.0010159
                     76,                 2.3681,                 2.3057,                 1.1968,                0.82772,                0.67187,                0.58621,                0.62832,                0.23164,                 0.4251,                0.47347,                0.38104,                0.15361,                 2.5754,                 2.9902,                 1.2552,                0.91628,              0.0010102,              0.0010102,              0.0010102
                     77,                 2.7263,                  2.552,                 1.4737,                0.80084,                0.67187,                0.58621,                0.62832,                0.23164,                 0.4251,                0.47347,                0.38104,                0.15361,                 2.5754,                 2.9902,                 1.2552,                0.91628,              0.0010046,              0.0010046,              0.0010046
                     78,                 2.3065,                 2.1443,                 1.2296,                0.85172,                0.66965,                0.61088,                0.64639,                0.24179,                0.44497,                0.51436,                0.42071,                0.17357,                 2.4883,                 2.9989,                  1.214,                0.91288,             0.00099893,             0.00099893,             0.00099893
                     79,                  2.463,                 2.2356,                 1.3451,                0.83421,                0.66965,                0.61088,                0.64639,                0.24179,                0.44497,                0.51436,                0.42071,                0.17357,                 2.4883,                 2.9989,                  1.214,                0.91288,             0.00099327,             0.00099327,             0.00099327
                     80,                 2.4123,                 2.2952,                 1.3965,                0.82895,                0.66012,                0.62706,                0.65542,                0.23104,                0.41622,                  0.492,                0.38339,                0.15674,                 2.4973,                 3.2184,                 1.2218,                0.90038,             0.00098761,             0.00098761,             0.00098761
                     81,                 2.5047,                 2.5989,                 1.3473,                0.80741,                0.66012,                0.62706,                0.65542,                0.23104,                0.41622,                  0.492,                0.38339,                0.15674,                 2.4973,                 3.2184,                 1.2218,                0.90038,             0.00098195,             0.00098195,             0.00098195
                     82,                 2.3827,                 2.3269,                 1.2502,                 0.8275,                0.66012,                0.62706,                0.65542,                0.23104,                0.41622,                  0.492,                0.38339,                0.15674,                 2.4973,                 3.2184,                 1.2218,                0.90038,             0.00097629,             0.00097629,             0.00097629
                     83,                  2.283,                 2.1094,                 1.2331,                0.81807,                0.63227,                0.59319,                 0.5949,                 0.1975,                0.38656,                0.46716,                0.36315,                0.13015,                 2.5661,                 3.4888,                 1.2666,                 0.8977,             0.00097063,             0.00097063,             0.00097063
                     84,                 2.5212,                 2.4386,                   1.35,                0.79541,                0.63227,                0.59319,                 0.5949,                 0.1975,                0.38656,                0.46716,                0.36315,                0.13015,                 2.5661,                 3.4888,                 1.2666,                 0.8977,             0.00096498,             0.00096498,             0.00096498
                     85,                 2.4238,                  2.291,                  1.312,                0.81367,                0.59764,                0.59376,                0.54141,                0.18326,                0.36281,                0.45003,                0.32404,                0.11285,                 2.5974,                 3.5672,                 1.2897,                0.89535,             0.00095932,             0.00095932,             0.00095932
                     86,                 2.2955,                 2.2722,                 1.2973,                0.83085,                0.59764,                0.59376,                0.54141,                0.18326,                0.36281,                0.45003,                0.32404,                0.11285,                 2.5974,                 3.5672,                 1.2897,                0.89535,             0.00095366,             0.00095366,             0.00095366
                     87,                 2.3366,                 2.0785,                 1.2435,                 0.8162,                0.59764,                0.59376,                0.54141,                0.18326,                0.36281,                0.45003,                0.32404,                0.11285,                 2.5974,                 3.5672,                 1.2897,                0.89535,               0.000948,               0.000948,               0.000948
                     88,                 2.3571,                  2.045,                 1.2722,                 0.8354,                0.59942,                 0.5991,                0.55345,                0.18605,                0.33826,                0.44132,                0.29149,                0.10485,                 2.6008,                 3.5946,                 1.2893,                0.89154,             0.00094234,             0.00094234,             0.00094234
                     89,                 2.4472,                 2.2339,                 1.3633,                0.79532,                0.59942,                 0.5991,                0.55345,                0.18605,                0.33826,                0.44132,                0.29149,                0.10485,                 2.6008,                 3.5946,                 1.2893,                0.89154,             0.00093668,             0.00093668,             0.00093668
                     90,                 2.3944,                 2.3275,                 1.2974,                0.79579,                0.62071,                0.60997,                0.59885,                0.19207,                 0.3489,                0.45175,                0.28737,                0.10702,                 2.6685,                 3.7017,                 1.2843,                 0.8946,             0.00093102,             0.00093102,             0.00093102
                     91,                 2.2616,                 2.1836,                 1.1642,                0.82377,                0.62071,                0.60997,                0.59885,                0.19207,                 0.3489,                0.45175,                0.28737,                0.10702,                 2.6685,                 3.7017,                 1.2843,                 0.8946,             0.00092536,             0.00092536,             0.00092536
                     92,                  2.271,                 2.2188,                 1.2269,                0.82224,                0.62071,                0.60997,                0.59885,                0.19207,                 0.3489,                0.45175,                0.28737,                0.10702,                 2.6685,                 3.7017,                 1.2843,                 0.8946,              0.0009197,              0.0009197,              0.0009197
                     93,                 2.3142,                 2.0698,                 1.2468,                0.81185,                 0.6547,                0.60949,                  0.631,                0.21882,                0.38533,                0.46271,                0.32316,                0.12684,                 2.6359,                 3.3694,                 1.2359,                0.89235,             0.00091405,             0.00091405,             0.00091405
                     94,                  2.405,                 2.0572,                 1.2137,                0.81285,                 0.6547,                0.60949,                  0.631,                0.21882,                0.38533,                0.46271,                0.32316,                0.12684,                 2.6359,                 3.3694,                 1.2359,                0.89235,             0.00090839,             0.00090839,             0.00090839
                     95,                 2.4116,                 2.1122,                 1.2799,                0.81313,                0.69017,                0.62672,                0.67222,                0.24847,                0.41014,                0.44938,                0.34229,                0.13691,                  2.571,                 3.1082,                 1.1684,                0.88688,             0.00090273,             0.00090273,             0.00090273
                     96,                 2.5235,                 2.3672,                 1.3347,                0.80624,                0.69017,                0.62672,                0.67222,                0.24847,                0.41014,                0.44938,                0.34229,                0.13691,                  2.571,                 3.1082,                 1.1684,                0.88688,             0.00089707,             0.00089707,             0.00089707
                     97,                 2.2999,                 2.2407,                 1.1895,                0.84292,                0.69017,                0.62672,                0.67222,                0.24847,                0.41014,                0.44938,                0.34229,                0.13691,                  2.571,                 3.1082,                 1.1684,                0.88688,             0.00089141,             0.00089141,             0.00089141
                     98,                 2.1705,                 2.0411,                 1.3035,                0.82847,                0.70582,                0.61642,                 0.6934,                0.27054,                0.42348,                  0.445,                0.37631,                0.15084,                 2.4803,                 3.1182,                 1.1191,                0.87952,             0.00088575,             0.00088575,             0.00088575
                     99,                 2.4173,                  2.141,                  1.296,                0.83187,                0.70582,                0.61642,                 0.6934,                0.27054,                0.42348,                  0.445,                0.37631,                0.15084,                 2.4803,                 3.1182,                 1.1191,                0.87952,             0.00088009,             0.00088009,             0.00088009
                    100,                  2.331,                 2.2707,                 1.2475,                0.81905,                0.72051,                0.63045,                 0.7113,                0.27353,                0.38794,                0.44529,                0.34672,                0.13775,                 2.4499,                 3.3835,                 1.1264,                0.87671,             0.00087443,             0.00087443,             0.00087443
                    101,                 2.3156,                 2.4388,                 1.2881,                0.82581,                0.72051,                0.63045,                 0.7113,                0.27353,                0.38794,                0.44529,                0.34672,                0.13775,                 2.4499,                 3.3835,                 1.1264,                0.87671,             0.00086877,             0.00086877,             0.00086877
                    102,                 2.2535,                 2.3703,                 1.2189,                0.82136,                0.72051,                0.63045,                 0.7113,                0.27353,                0.38794,                0.44529,                0.34672,                0.13775,                 2.4499,                 3.3835,                 1.1264,                0.87671,             0.00086312,             0.00086312,             0.00086312
                    103,                 2.2614,                 2.3272,                 1.3259,                0.80983,                0.68334,                0.63567,                0.69914,                 0.2694,                0.37277,                0.47611,                0.34977,                0.13166,                 2.4291,                 3.8504,                 1.1354,                 0.8738,             0.00085746,             0.00085746,             0.00085746
                    104,                 2.3212,                 2.4534,                 1.2311,                0.80628,                0.68334,                0.63567,                0.69914,                 0.2694,                0.37277,                0.47611,                0.34977,                0.13166,                 2.4291,                 3.8504,                 1.1354,                 0.8738,              0.0008518,              0.0008518,              0.0008518
                    105,                 2.3606,                 2.3306,                 1.2579,                0.79627,                0.65118,                0.64622,                0.67246,                0.24626,                 0.3327,                0.48013,                0.31922,                0.12201,                 2.5098,                 3.8325,                 1.1617,                0.87514,             0.00084614,             0.00084614,             0.00084614
                    106,                 2.2151,                  2.153,                 1.2042,                0.82499,                0.65118,                0.64622,                0.67246,                0.24626,                 0.3327,                0.48013,                0.31922,                0.12201,                 2.5098,                 3.8325,                 1.1617,                0.87514,             0.00084048,             0.00084048,             0.00084048
                    107,                 2.3026,                 2.2216,                 1.1981,                0.81327,                  0.623,                 0.6496,                0.65102,                 0.2291,                0.33353,                 0.4845,                0.31221,                0.12035,                 2.6056,                  3.592,                 1.1869,                0.87852,             0.00083482,             0.00083482,             0.00083482
