                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    108,                 2.3002,                 2.2685,                 1.1951,                0.81058,                  0.623,                 0.6496,                0.65102,                 0.2291,                0.33353,                 0.4845,                0.31221,                0.12035,                 2.6056,                  3.592,                 1.1869,                0.87852,             0.00082916,             0.00082916,             0.00082916
                    109,                 2.2019,                 2.3247,                 1.1477,                0.81776,                  0.623,                 0.6496,                0.65102,                 0.2291,                0.33353,                 0.4845,                0.31221,                0.12035,                 2.6056,                  3.592,                 1.1869,                0.87852,              0.0008235,              0.0008235,              0.0008235
                    110,                 2.3364,                 2.3472,                 1.2106,                0.81145,                0.65411,                 0.6285,                0.66892,                0.22359,                0.34535,                0.46928,                0.31498,                0.12112,                 2.6356,                 3.3129,                 1.2061,                0.88241,             0.00081785,             0.00081785,             0.00081785
                    111,                 2.3094,                 2.5254,                 1.2253,                0.81307,                0.65411,                 0.6285,                0.66892,                0.22359,                0.34535,                0.46928,                0.31498,                0.12112,                 2.6356,                 3.3129,                 1.2061,                0.88241,             0.00081219,             0.00081219,             0.00081219
                    112,                 2.2944,                 2.3745,                 1.1947,                0.82929,                0.69612,                0.61208,                0.69968,                 0.2371,                0.35863,                 0.4799,                0.33036,                0.12682,                 2.5855,                  3.144,                 1.2035,                0.88453,             0.00080653,             0.00080653,             0.00080653
                    113,                 2.1901,                 2.2646,                 1.1486,                0.82927,                0.69612,                0.61208,                0.69968,                 0.2371,                0.35863,                 0.4799,                0.33036,                0.12682,                 2.5855,                  3.144,                 1.2035,                0.88453,             0.00080087,             0.00080087,             0.00080087
                    114,                 2.2607,                 2.2136,                 1.2057,                0.81577,                0.69612,                0.61208,                0.69968,                 0.2371,                0.35863,                 0.4799,                0.33036,                0.12682,                 2.5855,                  3.144,                 1.2035,                0.88453,             0.00079521,             0.00079521,             0.00079521
                    115,                 2.3437,                 2.2644,                 1.2788,                 0.7985,                0.70742,                0.60022,                0.69405,                0.22947,                0.34564,                0.45738,                0.30759,                0.11965,                 2.6131,                 3.0842,                 1.2163,                0.88984,             0.00078955,             0.00078955,             0.00078955
                    116,                 2.3591,                 2.0719,                  1.246,                 0.7899,                0.70742,                0.60022,                0.69405,                0.22947,                0.34564,                0.45738,                0.30759,                0.11965,                 2.6131,                 3.0842,                 1.2163,                0.88984,             0.00078389,             0.00078389,             0.00078389
                    117,                 2.1658,                  2.117,                 1.1251,                0.81259,                0.73666,                0.59014,                0.70179,                  0.243,                0.32309,                0.43921,                0.27686,                0.11028,                 2.5589,                 3.1111,                 1.1885,                0.88976,             0.00077823,             0.00077823,             0.00077823
                    118,                 2.2681,                 2.0083,                 1.1786,                0.79808,                0.73666,                0.59014,                0.70179,                  0.243,                0.32309,                0.43921,                0.27686,                0.11028,                 2.5589,                 3.1111,                 1.1885,                0.88976,             0.00077257,             0.00077257,             0.00077257
                    119,                 2.1684,                 2.2413,                 1.1486,                0.81914,                0.73666,                0.59014,                0.70179,                  0.243,                0.32309,                0.43921,                0.27686,                0.11028,                 2.5589,                 3.1111,                 1.1885,                0.88976,             0.00076692,             0.00076692,             0.00076692
                    120,                 2.1775,                 2.1615,                 1.1132,                0.81824,                0.71321,                0.61844,                0.69914,                  0.237,                0.31847,                0.41771,                0.26708,                0.09986,                 2.5782,                 3.5244,                 1.1814,                0.88884,             0.00076126,             0.00076126,             0.00076126
                    121,                  2.135,                 2.2479,                 1.1457,                0.80316,                0.71321,                0.61844,                0.69914,                  0.237,                0.31847,                0.41771,                0.26708,                0.09986,                 2.5782,                 3.5244,                 1.1814,                0.88884,              0.0007556,              0.0007556,              0.0007556
                    122,                 2.0823,                  2.255,                 1.1034,                0.81247,                0.70528,                0.65354,                0.72094,                0.26405,                0.33364,                0.41223,                0.28506,                 0.1058,                 2.4793,                  3.535,                 1.1425,                0.88451,             0.00074994,             0.00074994,             0.00074994
                    123,                 2.1631,                 2.0533,                 1.0929,                0.81039,                0.70528,                0.65354,                0.72094,                0.26405,                0.33364,                0.41223,                0.28506,                 0.1058,                 2.4793,                  3.535,                 1.1425,                0.88451,             0.00074428,             0.00074428,             0.00074428
                    124,                 2.1617,                 2.1374,                  1.116,                0.81282,                0.70528,                0.65354,                0.72094,                0.26405,                0.33364,                0.41223,                0.28506,                 0.1058,                 2.4793,                  3.535,                 1.1425,                0.88451,             0.00073862,             0.00073862,             0.00073862
                    125,                 2.2101,                 2.2007,                 1.2205,                0.80705,                0.73604,                0.63818,                0.73578,                0.28675,                0.35506,                0.45284,                0.30086,                  0.114,                 2.3698,                 3.2662,                 1.1039,                0.88181,             0.00073296,             0.00073296,             0.00073296
                    126,                 2.2113,                 2.2228,                 1.2372,                0.80272,                0.73604,                0.63818,                0.73578,                0.28675,                0.35506,                0.45284,                0.30086,                  0.114,                 2.3698,                 3.2662,                 1.1039,                0.88181,              0.0007273,              0.0007273,              0.0007273
                    127,                 2.2079,                 2.1251,                 1.1103,                0.82064,                0.74778,                0.64932,                0.74212,                0.28642,                0.37677,                0.46064,                0.32786,                0.12311,                 2.3975,                 3.0937,                 1.0918,                0.88263,             0.00072164,             0.00072164,             0.00072164
                    128,                 2.2153,                 2.0501,                 1.1292,                0.79365,                0.74778,                0.64932,                0.74212,                0.28642,                0.37677,                0.46064,                0.32786,                0.12311,                 2.3975,                 3.0937,                 1.0918,                0.88263,             0.00071599,             0.00071599,             0.00071599
                    129,                 2.0879,                 2.0261,                  1.155,                0.82836,                0.74778,                0.64932,                0.74212,                0.28642,                0.37677,                0.46064,                0.32786,                0.12311,                 2.3975,                 3.0937,                 1.0918,                0.88263,             0.00071033,             0.00071033,             0.00071033
                    130,                 2.2046,                 2.1614,                 1.1698,                 0.8035,                0.74942,                0.63488,                   0.73,                0.26867,                0.37372,                0.43091,                0.32669,                0.12205,                 2.4868,                 3.1275,                 1.1088,                0.88609,             0.00070467,             0.00070467,             0.00070467
                    131,                 2.0405,                 2.0986,                 1.1112,                0.83064,                0.74942,                0.63488,                   0.73,                0.26867,                0.37372,                0.43091,                0.32669,                0.12205,                 2.4868,                 3.1275,                 1.1088,                0.88609,             0.00069901,             0.00069901,             0.00069901
                    132,                 2.3184,                 2.3225,                 1.2254,                0.77996,                0.73785,                  0.622,                0.70807,                0.26012,                0.34545,                0.42293,                0.31402,                0.11704,                 2.5601,                 3.2704,                 1.1438,                0.88763,             0.00069335,             0.00069335,             0.00069335
                    133,                 2.1835,                 2.0481,                 1.1218,                0.81432,                0.73785,                  0.622,                0.70807,                0.26012,                0.34545,                0.42293,                0.31402,                0.11704,                 2.5601,                 3.2704,                 1.1438,                0.88763,             0.00068769,             0.00068769,             0.00068769
                    134,                 2.0914,                 2.0979,                 1.1314,                0.81022,                0.73785,                  0.622,                0.70807,                0.26012,                0.34545,                0.42293,                0.31402,                0.11704,                 2.5601,                 3.2704,                 1.1438,                0.88763,             0.00068203,             0.00068203,             0.00068203
                    135,                    2.2,                  2.053,                 1.1406,                0.80117,                0.70912,                0.58478,                0.65584,                0.24454,                 0.3233,                0.39603,                0.28646,                0.10127,                 2.6995,                 3.6015,                 1.1936,                0.89256,             0.00067637,             0.00067637,             0.00067637
                    136,                 2.2685,                 2.1673,                 1.2233,                0.80483,                0.70912,                0.58478,                0.65584,                0.24454,                 0.3233,                0.39603,                0.28646,                0.10127,                 2.6995,                 3.6015,                 1.1936,                0.89256,             0.00067072,             0.00067072,             0.00067072
                    137,                 2.0603,                 1.9882,                  1.048,                0.82228,                0.73017,                 0.6146,                0.68096,                0.26988,                 0.3217,                0.36963,                 0.2685,                0.09702,                 2.6227,                 3.6625,                 1.1955,                0.88783,             0.00066506,             0.00066506,             0.00066506
                    138,                 2.2608,                 2.2461,                 1.2959,                 0.8193,                0.73017,                 0.6146,                0.68096,                0.26988,                 0.3217,                0.36963,                 0.2685,                0.09702,                 2.6227,                 3.6625,                 1.1955,                0.88783,              0.0006594,              0.0006594,              0.0006594
                    139,                 2.1886,                 2.1731,                 1.1091,                0.79982,                0.75837,                0.61931,                0.70355,                0.27944,                0.32907,                0.37339,                0.27714,                0.09712,                 2.5336,                 3.7094,                  1.186,                0.88162,             0.00065374,             0.00065374,             0.00065374
                    140,                 2.1373,                 2.0768,                 1.1433,                0.80585,                0.75837,                0.61931,                0.70355,                0.27944,                0.32907,                0.37339,                0.27714,                0.09712,                 2.5336,                 3.7094,                  1.186,                0.88162,             0.00064808,             0.00064808,             0.00064808
                    141,                 2.1455,                 2.1603,                 1.1585,                0.81576,                0.75837,                0.61931,                0.70355,                0.27944,                0.32907,                0.37339,                0.27714,                0.09712,                 2.5336,                 3.7094,                  1.186,                0.88162,             0.00064242,             0.00064242,             0.00064242
                    142,                 2.2141,                 2.1419,                   1.15,                0.79732,                0.76069,                 0.6407,                0.73476,                0.29004,                0.35499,                0.40103,                0.29614,                0.10166,                 2.4094,                 3.6426,                 1.1739,                 0.8762,             0.00063676,             0.00063676,             0.00063676
                    143,                 2.2725,                 2.1339,                  1.196,                0.78616,                0.76069,                 0.6407,                0.73476,                0.29004,                0.35499,                0.40103,                0.29614,                0.10166,                 2.4094,                 3.6426,                 1.1739,                 0.8762,              0.0006311,              0.0006311,              0.0006311
                    144,                 2.1208,                 2.2264,                 1.1119,                0.80045,                0.76426,                0.62913,                0.73915,                0.29372,                0.37109,                0.41919,                0.30932,                0.11009,                 2.3566,                 3.4131,                 1.1553,                0.87612,             0.00062544,             0.00062544,             0.00062544
                    145,                  2.113,                 2.1314,                 1.1178,                0.81341,                0.76426,                0.62913,                0.73915,                0.29372,                0.37109,                0.41919,                0.30932,                0.11009,                 2.3566,                 3.4131,                 1.1553,                0.87612,             0.00061979,             0.00061979,             0.00061979
                    146,                 2.2256,                 2.3583,                 1.1232,                0.80486,                0.76426,                0.62913,                0.73915,                0.29372,                0.37109,                0.41919,                0.30932,                0.11009,                 2.3566,                 3.4131,                 1.1553,                0.87612,             0.00061413,             0.00061413,             0.00061413
                    147,                 2.1171,                 1.9775,                 1.1171,                0.80698,                0.75893,                0.60517,                 0.7232,                0.28309,                0.40765,                0.46064,                0.35184,                0.12769,                 2.4272,                 3.2425,                 1.1383,                0.88211,             0.00060847,             0.00060847,             0.00060847
                    148,                    2.1,                 1.9864,                 1.0833,                0.80384,                0.75893,                0.60517,                 0.7232,                0.28309,                0.40765,                0.46064,                0.35184,                0.12769,                 2.4272,                 3.2425,                 1.1383,                0.88211,             0.00060281,             0.00060281,             0.00060281
                    149,                 2.0002,                 2.0366,                  1.015,                0.81133,                0.78457,                0.62009,                0.73759,                0.28572,                0.41351,                0.47159,                0.37794,                0.14585,                 2.4628,                 2.9337,                 1.1166,                0.88307,             0.00059715,             0.00059715,             0.00059715
                    150,                 2.1371,                 2.2863,                 1.1159,                 0.7898,                0.78457,                0.62009,                0.73759,                0.28572,                0.41351,                0.47159,                0.37794,                0.14585,                 2.4628,                 2.9337,                 1.1166,                0.88307,             0.00059149,             0.00059149,             0.00059149
                    151,                 2.0531,                 2.1679,                 1.0438,                0.80333,                0.78457,                0.62009,                0.73759,                0.28572,                0.41351,                0.47159,                0.37794,                0.14585,                 2.4628,                 2.9337,                 1.1166,                0.88307,             0.00058583,             0.00058583,             0.00058583
                    152,                 2.0874,                 2.0263,                 1.0479,                0.80446,                0.73024,                0.62522,                0.70317,                0.26957,                 0.4036,                0.47112,                0.38031,                0.14468,                 2.5409,                 2.9375,                 1.1417,                0.88489,             0.00058017,             0.00058017,             0.00058017
                    153,                 2.1517,                 2.1703,                 1.1376,                0.80268,                0.73024,                0.62522,                0.70317,                0.26957,                 0.4036,                0.47112,                0.38031,                0.14468,                 2.5409,                 2.9375,                 1.1417,                0.88489,             0.00057452,             0.00057452,             0.00057452
                    154,                 2.1622,                  2.141,                 1.1918,                0.79433,                0.69662,                0.62939,                0.65861,                 0.2404,                0.37123,                0.46187,                0.35069,                0.13449,                 2.6433,                 3.2983,                 1.1899,                0.88706,             0.00056886,             0.00056886,             0.00056886
                    155,                 2.0577,                 2.0331,                  1.125,                0.79873,                0.69662,                0.62939,                0.65861,                 0.2404,                0.37123,                0.46187,                0.35069,                0.13449,                 2.6433,                 3.2983,                 1.1899,                0.88706,              0.0005632,              0.0005632,              0.0005632
                    156,                 2.1028,                 1.9895,                 1.0243,                0.81835,                0.69662,                0.62939,                0.65861,                 0.2404,                0.37123,                0.46187,                0.35069,                0.13449,                 2.6433,                 3.2983,                 1.1899,                0.88706,             0.00055754,             0.00055754,             0.00055754
                    157,                 2.1169,                 1.9342,                 1.0919,                0.79387,                0.70364,                0.62685,                0.67339,                0.24488,                0.34892,                0.45568,                0.34565,                 0.1319,                 2.6082,                 3.5541,                 1.1636,                0.88332,             0.00055188,             0.00055188,             0.00055188
                    158,                 2.1497,                 2.4108,                 1.1157,                0.79439,                0.70364,                0.62685,                0.67339,                0.24488,                0.34892,                0.45568,                0.34565,                 0.1319,                 2.6082,                 3.5541,                 1.1636,                0.88332,             0.00054622,             0.00054622,             0.00054622
                    159,                 2.0505,                 1.9812,                 1.1235,                 0.8091,                0.75006,                 0.6521,                0.72636,                0.28692,                0.36835,                0.42167,                0.33092,                0.12643,                 2.4217,                 3.4838,                   1.08,                0.87554,             0.00054056,             0.00054056,             0.00054056
                    160,                 2.1222,                 2.1107,                 1.0934,                0.78794,                0.75006,                 0.6521,                0.72636,                0.28692,                0.36835,                0.42167,                0.33092,                0.12643,                 2.4217,                 3.4838,                   1.08,                0.87554,              0.0005349,              0.0005349,              0.0005349
                    161,                 2.0409,                 2.1508,                 1.1241,                0.80647,                0.75006,                 0.6521,                0.72636,                0.28692,                0.36835,                0.42167,                0.33092,                0.12643,                 2.4217,                 3.4838,                   1.08,                0.87554,             0.00052924,             0.00052924,             0.00052924
                    162,                 2.1456,                 2.1238,                   1.09,                0.80784,                0.77982,                0.64781,                0.74988,                0.30551,                 0.3545,                0.44642,                0.32455,                0.11862,                 2.3279,                 3.5531,                 1.0477,                 0.8733,             0.00052359,             0.00052359,             0.00052359
                    163,                 1.9866,                 1.9186,                 1.0271,                0.80355,                0.77982,                0.64781,                0.74988,                0.30551,                 0.3545,                0.44642,                0.32455,                0.11862,                 2.3279,                 3.5531,                 1.0477,                 0.8733,             0.00051793,             0.00051793,             0.00051793
                    164,                 2.0685,                 2.0061,                 1.0306,                 0.8043,                0.77996,                0.65336,                0.75357,                0.30026,                0.34989,                0.43233,                0.30761,                0.10912,                  2.288,                 3.4305,                 1.0532,                0.87154,             0.00051227,             0.00051227,             0.00051227
                    165,                 2.0305,                 2.1153,                 1.0581,                0.81981,                0.77996,                0.65336,                0.75357,                0.30026,                0.34989,                0.43233,                0.30761,                0.10912,                  2.288,                 3.4305,                 1.0532,                0.87154,             0.00050661,             0.00050661,             0.00050661
                    166,                 2.0175,                 1.9375,                0.98708,                0.80745,                0.77996,                0.65336,                0.75357,                0.30026,                0.34989,                0.43233,                0.30761,                0.10912,                  2.288,                 3.4305,                 1.0532,                0.87154,             0.00050095,             0.00050095,             0.00050095
                    167,                 1.9947,                 1.8958,                 1.0147,                0.81539,                0.75158,                0.63771,                0.72512,                 0.2701,                 0.3398,                0.41978,                0.28692,                0.10005,                 2.3501,                 3.4683,                 1.0826,                0.87248,             0.00049529,             0.00049529,             0.00049529
                    168,                 2.1367,                  2.138,                   1.09,                0.80033,                0.75158,                0.63771,                0.72512,                 0.2701,                 0.3398,                0.41978,                0.28692,                0.10005,                 2.3501,                 3.4683,                 1.0826,                0.87248,             0.00048963,             0.00048963,             0.00048963
                    169,                 2.1373,                 2.0809,                  1.077,                 0.7852,                0.72494,                0.59669,                0.68586,                 0.2381,                0.31702,                0.41595,                0.25722,                0.08846,                 2.4533,                 3.4745,                 1.1111,                0.87474,             0.00048397,             0.00048397,             0.00048397
                    170,                 2.0041,                 2.0475,                 1.1261,                0.81054,                0.72494,                0.59669,                0.68586,                 0.2381,                0.31702,                0.41595,                0.25722,                0.08846,                 2.4533,                 3.4745,                 1.1111,                0.87474,             0.00047831,             0.00047831,             0.00047831
                    171,                 2.0328,                  2.007,                  1.058,                0.80353,                0.70039,                0.60451,                0.67301,                0.23567,                0.32406,                0.41186,                0.26942,                0.09464,                 2.4809,                 3.3179,                 1.1217,                0.87591,             0.00047266,             0.00047266,             0.00047266
                    172,                 2.0778,                 2.2688,                 1.0735,                0.79517,                0.70039,                0.60451,                0.67301,                0.23567,                0.32406,                0.41186,                0.26942,                0.09464,                 2.4809,                 3.3179,                 1.1217,                0.87591,               0.000467,               0.000467,               0.000467
                    173,                 2.1958,                 2.2359,                 1.0822,                0.77988,                0.70039,                0.60451,                0.67301,                0.23567,                0.32406,                0.41186,                0.26942,                0.09464,                 2.4809,                 3.3179,                 1.1217,                0.87591,             0.00046134,             0.00046134,             0.00046134
                    174,                  2.186,                 2.3095,                 1.1731,                0.78643,                0.73069,                0.62383,                0.69642,                0.25489,                0.35653,                 0.4462,                0.29857,                 0.1098,                 2.4335,                 3.1966,                 1.1093,                0.87447,             0.00045568,             0.00045568,             0.00045568
                    175,                 2.0399,                 2.2307,                 1.0896,                0.79981,                0.73069,                0.62383,                0.69642,                0.25489,                0.35653,                 0.4462,                0.29857,                 0.1098,                 2.4335,                 3.1966,                 1.1093,                0.87447,             0.00045002,             0.00045002,             0.00045002
                    176,                 2.0602,                  1.887,                 1.0629,                0.79787,                0.72395,                0.64268,                 0.7226,                0.27868,                0.36524,                0.44598,                0.32083,                0.12015,                 2.4052,                 3.1073,                  1.094,                0.87167,             0.00044436,             0.00044436,             0.00044436
                    177,                 2.1422,                 2.0407,                 1.1658,                0.78312,                0.72395,                0.64268,                 0.7226,                0.27868,                0.36524,                0.44598,                0.32083,                0.12015,                 2.4052,                 3.1073,                  1.094,                0.87167,              0.0004387,              0.0004387,              0.0004387
                    178,                 2.0377,                 2.1871,                  1.057,                 0.7875,                0.72395,                0.64268,                 0.7226,                0.27868,                0.36524,                0.44598,                0.32083,                0.12015,                 2.4052,                 3.1073,                  1.094,                0.87167,             0.00043304,             0.00043304,             0.00043304
                    179,                 2.1784,                 2.0174,                 1.1954,                0.76446,                0.74496,                0.66091,                0.73955,                0.29109,                0.36788,                0.45345,                0.34182,                0.13045,                 2.3823,                  2.986,                 1.0725,                0.87033,             0.00042739,             0.00042739,             0.00042739
                    180,                 2.0629,                 1.9995,                 1.0882,                0.79605,                0.74496,                0.66091,                0.73955,                0.29109,                0.36788,                0.45345,                0.34182,                0.13045,                 2.3823,                  2.986,                 1.0725,                0.87033,             0.00042173,             0.00042173,             0.00042173
                    181,                 2.0711,                 2.1149,                 1.2024,                0.79847,                0.75747,                0.65653,                0.74785,                 0.2974,                0.37574,                0.44033,                0.34744,                0.13819,                 2.3804,                 3.0216,                 1.0763,                0.87084,             0.00041607,             0.00041607,             0.00041607
                    182,                 1.8939,                 1.8393,                0.95523,                0.81721,                0.75747,                0.65653,                0.74785,                 0.2974,                0.37574,                0.44033,                0.34744,                0.13819,                 2.3804,                 3.0216,                 1.0763,                0.87084,             0.00041041,             0.00041041,             0.00041041
                    183,                 1.9638,                 2.0909,                 1.0401,                 0.8046,                0.75747,                0.65653,                0.74785,                 0.2974,                0.37574,                0.44033,                0.34744,                0.13819,                 2.3804,                 3.0216,                 1.0763,                0.87084,             0.00040475,             0.00040475,             0.00040475
                    184,                 2.0252,                 2.1296,                 1.0356,                0.80105,                0.75184,                0.63291,                0.72452,                0.28405,                0.35722,                0.45637,                0.34706,                0.13993,                 2.4493,                 3.2806,                 1.1013,                 0.8748,             0.00039909,             0.00039909,             0.00039909
                    185,                  2.083,                 2.0372,                 1.1008,                0.77974,                0.75184,                0.63291,                0.72452,                0.28405,                0.35722,                0.45637,                0.34706,                0.13993,                 2.4493,                 3.2806,                 1.1013,                 0.8748,             0.00039343,             0.00039343,             0.00039343
                    186,                 2.1382,                 2.2097,                 1.0906,                0.77838,                0.73085,                0.63119,                0.70868,                0.27005,                0.34351,                0.44395,                0.32384,                0.12921,                    2.5,                 3.5714,                 1.1287,                0.87566,             0.00038777,             0.00038777,             0.00038777
                    187,                 2.0818,                 2.2573,                 1.0791,                0.77848,                0.73085,                0.63119,                0.70868,                0.27005,                0.34351,                0.44395,                0.32384,                0.12921,                    2.5,                 3.5714,                 1.1287,                0.87566,             0.00038211,             0.00038211,             0.00038211
                    188,                 2.1012,                 1.9347,                 1.0938,                 0.7845,                0.73085,                0.63119,                0.70868,                0.27005,                0.34351,                0.44395,                0.32384,                0.12921,                    2.5,                 3.5714,                 1.1287,                0.87566,             0.00037646,             0.00037646,             0.00037646
                    189,                  2.044,                  2.057,                 1.0536,                0.78426,                0.72417,                0.61366,                0.69394,                0.25675,                0.33382,                0.41608,                0.29296,                0.11361,                  2.546,                 3.6517,                 1.1464,                0.87602,              0.0003708,              0.0003708,              0.0003708
                    190,                 2.0635,                 2.0822,                 1.0669,                0.78572,                0.72417,                0.61366,                0.69394,                0.25675,                0.33382,                0.41608,                0.29296,                0.11361,                  2.546,                 3.6517,                 1.1464,                0.87602,             0.00036514,             0.00036514,             0.00036514
                    191,                  2.068,                 2.0538,                 1.0806,                0.79158,                0.77222,                0.61582,                0.72422,                0.27491,                0.33554,                0.39957,                 0.2962,                0.12172,                 2.4871,                 3.4853,                 1.1248,                0.87309,             0.00035948,             0.00035948,             0.00035948
                    192,                 2.0187,                 2.2101,                 1.0712,                0.79367,                0.77222,                0.61582,                0.72422,                0.27491,                0.33554,                0.39957,                 0.2962,                0.12172,                 2.4871,                 3.4853,                 1.1248,                0.87309,             0.00035382,             0.00035382,             0.00035382
                    193,                 2.1603,                 2.1711,                 1.0887,                0.77747,                0.77222,                0.61582,                0.72422,                0.27491,                0.33554,                0.39957,                 0.2962,                0.12172,                 2.4871,                 3.4853,                 1.1248,                0.87309,             0.00034816,             0.00034816,             0.00034816
                    194,                 1.9713,                 1.8537,                 1.0221,                0.79668,                0.80023,                0.61397,                0.73666,                0.29694,                0.35935,                0.40354,                0.32004,                0.13423,                 2.4105,                 3.2825,                 1.1047,                0.86976,              0.0003425,              0.0003425,              0.0003425
                    195,                 2.0008,                 2.0759,                 1.0083,                0.78578,                0.80023,                0.61397,                0.73666,                0.29694,                0.35935,                0.40354,                0.32004,                0.13423,                 2.4105,                 3.2825,                 1.1047,                0.86976,             0.00033684,             0.00033684,             0.00033684
                    196,                 2.0723,                 1.9989,                 1.0273,                0.79792,                0.81585,                 0.6103,                 0.7491,                0.30527,                0.40421,                  0.397,                0.35113,                0.15021,                 2.3532,                 3.1437,                 1.0979,                0.86668,             0.00033119,             0.00033119,             0.00033119
                    197,                 1.9491,                 1.9116,                0.98111,                0.79865,                0.81585,                 0.6103,                 0.7491,                0.30527,                0.40421,                  0.397,                0.35113,                0.15021,                 2.3532,                 3.1437,                 1.0979,                0.86668,             0.00032553,             0.00032553,             0.00032553
                    198,                 1.9952,                 2.0591,                 1.0206,                0.80117,                0.81585,                 0.6103,                 0.7491,                0.30527,                0.40421,                  0.397,                0.35113,                0.15021,                 2.3532,                 3.1437,                 1.0979,                0.86668,             0.00031987,             0.00031987,             0.00031987
                    199,                 1.9533,                 1.9039,                0.95552,                  0.819,                0.81579,                  0.622,                0.74796,                0.31378,                0.42988,                0.40199,                0.36878,                0.15722,                 2.2839,                 3.0158,                  1.087,                0.86431,             0.00031421,             0.00031421,             0.00031421
                    200,                 1.9268,                 1.7274,                0.96444,                0.79058,                0.81579,                  0.622,                0.74796,                0.31378,                0.42988,                0.40199,                0.36878,                0.15722,                 2.2839,                 3.0158,                  1.087,                0.86431,             0.00030855,             0.00030855,             0.00030855
                    201,                 2.1199,                 2.0815,                 1.0666,                0.77236,                0.81782,                0.62779,                0.74941,                 0.3056,                0.41909,                0.44562,                0.39136,                0.16599,                 2.2959,                   3.06,                 1.0956,                0.86443,             0.00030289,             0.00030289,             0.00030289
                    202,                 2.0711,                 2.0277,                 1.0111,                0.79102,                0.81782,                0.62779,                0.74941,                 0.3056,                0.41909,                0.44562,                0.39136,                0.16599,                 2.2959,                   3.06,                 1.0956,                0.86443,             0.00029723,             0.00029723,             0.00029723
                    203,                 2.2053,                  2.057,                 1.1017,                0.78585,                0.80259,                0.63588,                0.74602,                0.28337,                0.42566,                0.44323,                0.38711,                0.15955,                 2.3556,                 3.2281,                 1.1127,                0.86578,             0.00029157,             0.00029157,             0.00029157
                    204,                 1.9468,                 1.8954,                0.99803,                0.80519,                0.80259,                0.63588,                0.74602,                0.28337,                0.42566,                0.44323,                0.38711,                0.15955,                 2.3556,                 3.2281,                 1.1127,                0.86578,             0.00028591,             0.00028591,             0.00028591
                    205,                 1.9618,                 1.8697,                0.97816,                0.80523,                0.80259,                0.63588,                0.74602,                0.28337,                0.42566,                0.44323,                0.38711,                0.15955,                 2.3556,                 3.2281,                 1.1127,                0.86578,             0.00028026,             0.00028026,             0.00028026
                    206,                  2.074,                 2.1193,                 1.0538,                0.77855,                0.79029,                0.61598,                0.72727,                0.26488,                0.41714,                0.42372,                0.36425,                0.14584,                  2.445,                 3.4247,                 1.1351,                0.86798,              0.0002746,              0.0002746,              0.0002746
                    207,                 1.9928,                 1.8581,                 1.0076,                  0.798,                0.79029,                0.61598,                0.72727,                0.26488,                0.41714,                0.42372,                0.36425,                0.14584,                  2.445,                 3.4247,                 1.1351,                0.86798,             0.00026894,             0.00026894,             0.00026894
                    208,                 1.8315,                 1.7773,                0.91787,                0.81111,                0.74388,                0.61643,                 0.7077,                0.25211,                0.39762,                0.40768,                0.32834,                0.12506,                 2.5023,                 3.5707,                 1.1456,                0.86942,             0.00026328,             0.00026328,             0.00026328
                    209,                  1.957,                 1.9991,                0.94836,                0.80022,                0.74388,                0.61643,                 0.7077,                0.25211,                0.39762,                0.40768,                0.32834,                0.12506,                 2.5023,                 3.5707,                 1.1456,                0.86942,             0.00025762,             0.00025762,             0.00025762
                    210,                 2.1653,                 2.1528,                 1.1438,                0.76858,                0.74388,                0.61643,                 0.7077,                0.25211,                0.39762,                0.40768,                0.32834,                0.12506,                 2.5023,                 3.5707,                 1.1456,                0.86942,             0.00025196,             0.00025196,             0.00025196
                    211,                 1.9371,                 1.9088,                0.95899,                0.79685,                0.74656,                0.60226,                0.70117,                0.25326,                0.37942,                 0.3914,                0.30698,                0.11759,                 2.5107,                 3.6835,                  1.139,                0.86966,              0.0002463,              0.0002463,              0.0002463
                    212,                 1.9557,                 2.0089,                0.99564,                0.79607,                0.74656,                0.60226,                0.70117,                0.25326,                0.37942,                 0.3914,                0.30698,                0.11759,                 2.5107,                 3.6835,                  1.139,                0.86966,             0.00024064,             0.00024064,             0.00024064
                    213,                 1.9043,                 1.8448,                 1.0292,                0.80252,                0.74261,                0.61498,                0.70792,                0.26095,                0.35521,                0.38814,                0.29178,                0.10975,                 2.4917,                 3.7607,                 1.1335,                0.86799,             0.00023498,             0.00023498,             0.00023498
                    214,                 1.9387,                 2.0458,                0.97171,                0.80054,                0.74261,                0.61498,                0.70792,                0.26095,                0.35521,                0.38814,                0.29178,                0.10975,                 2.4917,                 3.7607,                 1.1335,                0.86799,             0.00022933,             0.00022933,             0.00022933
                    215,                 2.0164,                 1.9394,                 1.0053,                0.81185,                0.74261,                0.61498,                0.70792,                0.26095,                0.35521,                0.38814,                0.29178,                0.10975,                 2.4917,                 3.7607,                 1.1335,                0.86799,             0.00022367,             0.00022367,             0.00022367
