                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    105,                  2.904,                 2.6915,                 1.4795,                0.82274,                0.72685,                0.60441,                 0.6443,                0.22565,                0.38889,                0.41383,                0.30042,                0.11872,                 2.3048,                 2.0376,                 1.1125,                0.84936,             0.00084614,             0.00084614,             0.00084614
                    106,                 2.7408,                 2.6387,                 1.4197,                0.83001,                0.72685,                0.60441,                 0.6443,                0.22565,                0.38889,                0.41383,                0.30042,                0.11872,                 2.3048,                 2.0376,                 1.1125,                0.84936,             0.00084048,             0.00084048,             0.00084048
                    107,                 2.7453,                   2.74,                 1.3471,                 0.8241,                0.72685,                0.60441,                 0.6443,                0.22565,                0.38889,                0.41383,                0.30042,                0.11872,                 2.3048,                 2.0376,                 1.1125,                0.84936,             0.00083482,             0.00083482,             0.00083482
                    108,                 2.7191,                 2.6646,                 1.3906,                0.85096,                0.71296,                0.59638,                0.62951,                0.19976,                0.36324,                0.38059,                0.26108,                0.10167,                 2.4625,                 2.1411,                 1.1523,                0.85147,             0.00082916,             0.00082916,             0.00082916
                    109,                 2.6482,                 2.3468,                 1.3503,                 0.8305,                0.71296,                0.59638,                0.62951,                0.19976,                0.36324,                0.38059,                0.26108,                0.10167,                 2.4625,                 2.1411,                 1.1523,                0.85147,              0.0008235,              0.0008235,              0.0008235
                    110,                 2.6969,                 2.4015,                 1.3965,                 0.8086,                0.71296,                0.59638,                0.62951,                0.19976,                0.36324,                0.38059,                0.26108,                0.10167,                 2.4625,                 2.1411,                 1.1523,                0.85147,             0.00081785,             0.00081785,             0.00081785
                    111,                 2.7812,                 2.4534,                 1.4438,                0.81643,                0.74815,                0.61072,                 0.6553,                0.21298,                0.38027,                0.38797,                0.26219,                0.09752,                 2.3716,                 2.1602,                 1.1103,                0.84854,             0.00081219,             0.00081219,             0.00081219
                    112,                  2.611,                 2.1592,                 1.3684,                0.82324,                0.74815,                0.61072,                 0.6553,                0.21298,                0.38027,                0.38797,                0.26219,                0.09752,                 2.3716,                 2.1602,                 1.1103,                0.84854,             0.00080653,             0.00080653,             0.00080653
                    113,                 2.6521,                 2.6182,                 1.2966,                0.84216,                0.74815,                0.61072,                 0.6553,                0.21298,                0.38027,                0.38797,                0.26219,                0.09752,                 2.3716,                 2.1602,                 1.1103,                0.84854,             0.00080087,             0.00080087,             0.00080087
                    114,                  2.544,                 2.7458,                 1.3407,                0.81339,                0.76403,                0.63886,                0.69861,                0.24361,                0.45849,                0.42741,                0.34972,                0.13904,                  2.173,                 2.0767,                 1.0573,                0.84245,             0.00079521,             0.00079521,             0.00079521
                    115,                 2.5757,                 2.5475,                 1.2769,                0.82659,                0.76403,                0.63886,                0.69861,                0.24361,                0.45849,                0.42741,                0.34972,                0.13904,                  2.173,                 2.0767,                 1.0573,                0.84245,             0.00078955,             0.00078955,             0.00078955
                    116,                 2.5628,                 2.5313,                 1.2687,                0.82766,                0.76403,                0.63886,                0.69861,                0.24361,                0.45849,                0.42741,                0.34972,                0.13904,                  2.173,                 2.0767,                 1.0573,                0.84245,             0.00078389,             0.00078389,             0.00078389
                    117,                 2.5407,                 2.4308,                 1.3126,                0.83502,                0.75815,                0.62885,                0.71149,                0.24819,                0.49073,                0.46473,                0.42793,                0.18072,                 2.1572,                 1.9507,                 1.0491,                0.84045,             0.00077823,             0.00077823,             0.00077823
                    118,                 2.5429,                 2.4842,                 1.3789,                0.82385,                0.75815,                0.62885,                0.71149,                0.24819,                0.49073,                0.46473,                0.42793,                0.18072,                 2.1572,                 1.9507,                 1.0491,                0.84045,             0.00077257,             0.00077257,             0.00077257
                    119,                  2.522,                 2.2911,                 1.2599,                0.82395,                0.75815,                0.62885,                0.71149,                0.24819,                0.49073,                0.46473,                0.42793,                0.18072,                 2.1572,                 1.9507,                 1.0491,                0.84045,             0.00076692,             0.00076692,             0.00076692
                    120,                 2.6977,                 2.3366,                 1.3952,                0.80094,                0.74566,                0.61472,                0.69353,                0.24823,                0.54251,                0.50056,                0.46886,                 0.1889,                 2.2046,                 1.8719,                 1.0916,                0.84086,             0.00076126,             0.00076126,             0.00076126
                    121,                 2.4946,                 2.3116,                 1.2266,                0.82764,                0.74566,                0.61472,                0.69353,                0.24823,                0.54251,                0.50056,                0.46886,                 0.1889,                 2.2046,                 1.8719,                 1.0916,                0.84086,              0.0007556,              0.0007556,              0.0007556
                    122,                 2.3334,                 2.3181,                 1.2835,                0.83762,                0.74566,                0.61472,                0.69353,                0.24823,                0.54251,                0.50056,                0.46886,                 0.1889,                 2.2046,                 1.8719,                 1.0916,                0.84086,             0.00074994,             0.00074994,             0.00074994
                    123,                 2.5383,                 2.4797,                 1.3403,                0.81529,                0.74566,                0.61472,                0.69353,                0.24823,                0.54251,                0.50056,                0.46886,                 0.1889,                 2.2046,                 1.8719,                 1.0916,                0.84086,             0.00074428,             0.00074428,             0.00074428
                    124,                 2.5636,                 2.3518,                 1.2935,                0.81429,                0.72501,                0.63246,                0.69754,                0.23945,                0.54312,                0.51865,                0.48229,                0.19301,                 2.2473,                 1.8848,                 1.1183,                0.84184,             0.00073862,             0.00073862,             0.00073862
                    125,                 2.5117,                   2.42,                  1.286,                0.82889,                0.72501,                0.63246,                0.69754,                0.23945,                0.54312,                0.51865,                0.48229,                0.19301,                 2.2473,                 1.8848,                 1.1183,                0.84184,             0.00073296,             0.00073296,             0.00073296
                    126,                 2.5755,                 2.3061,                 1.2981,                0.81975,                0.72501,                0.63246,                0.69754,                0.23945,                0.54312,                0.51865,                0.48229,                0.19301,                 2.2473,                 1.8848,                 1.1183,                0.84184,              0.0007273,              0.0007273,              0.0007273
                    127,                 2.6297,                 2.8384,                  1.488,                0.81871,                0.69031,                0.63285,                0.67687,                0.23594,                0.55197,                0.50927,                0.49287,                0.20001,                 2.2728,                 1.8524,                 1.1512,                  0.845,             0.00072164,             0.00072164,             0.00072164
                    128,                 2.5406,                 2.6065,                 1.3173,                0.81124,                0.69031,                0.63285,                0.67687,                0.23594,                0.55197,                0.50927,                0.49287,                0.20001,                 2.2728,                 1.8524,                 1.1512,                  0.845,             0.00071599,             0.00071599,             0.00071599
                    129,                 2.5398,                 2.5852,                 1.3603,                0.81297,                0.69031,                0.63285,                0.67687,                0.23594,                0.55197,                0.50927,                0.49287,                0.20001,                 2.2728,                 1.8524,                 1.1512,                  0.845,             0.00071033,             0.00071033,             0.00071033
                    130,                 2.5534,                 2.5888,                 1.3812,                0.80173,                0.72092,                0.62968,                0.69118,                0.25351,                0.50345,                0.49856,                0.45211,                0.19167,                 2.1417,                 1.8272,                 1.1129,                0.84194,             0.00070467,             0.00070467,             0.00070467
                    131,                 2.5457,                 2.5055,                 1.3637,                0.82288,                0.72092,                0.62968,                0.69118,                0.25351,                0.50345,                0.49856,                0.45211,                0.19167,                 2.1417,                 1.8272,                 1.1129,                0.84194,             0.00069901,             0.00069901,             0.00069901
                    132,                 2.4644,                 2.5751,                 1.3077,                0.81858,                0.72092,                0.62968,                0.69118,                0.25351,                0.50345,                0.49856,                0.45211,                0.19167,                 2.1417,                 1.8272,                 1.1129,                0.84194,             0.00069335,             0.00069335,             0.00069335
                    133,                 2.5336,                 2.5692,                 1.3358,                0.82189,                0.71527,                0.65707,                0.71245,                0.28101,                 0.4397,                0.46574,                0.35164,                0.14224,                 1.9879,                 1.8348,                 1.0515,                 0.8358,             0.00068769,             0.00068769,             0.00068769
                    134,                 2.5944,                 2.3908,                 1.3934,                0.79076,                0.71527,                0.65707,                0.71245,                0.28101,                 0.4397,                0.46574,                0.35164,                0.14224,                 1.9879,                 1.8348,                 1.0515,                 0.8358,             0.00068203,             0.00068203,             0.00068203
                    135,                 2.4598,                 2.3019,                 1.2719,                0.80986,                0.71527,                0.65707,                0.71245,                0.28101,                 0.4397,                0.46574,                0.35164,                0.14224,                 1.9879,                 1.8348,                 1.0515,                 0.8358,             0.00067637,             0.00067637,             0.00067637
                    136,                 2.3584,                 2.3216,                 1.2515,                0.80655,                0.73431,                0.63414,                 0.6906,                0.27986,                0.40565,                 0.4512,                0.31967,                0.12594,                 1.9391,                 1.8867,                 1.0151,                0.83287,             0.00067072,             0.00067072,             0.00067072
                    137,                 2.5623,                 2.3811,                 1.2862,                0.80137,                0.73431,                0.63414,                 0.6906,                0.27986,                0.40565,                 0.4512,                0.31967,                0.12594,                 1.9391,                 1.8867,                 1.0151,                0.83287,             0.00066506,             0.00066506,             0.00066506
                    138,                 2.3262,                 2.3034,                 1.2222,                0.83381,                0.73431,                0.63414,                 0.6906,                0.27986,                0.40565,                 0.4512,                0.31967,                0.12594,                 1.9391,                 1.8867,                 1.0151,                0.83287,              0.0006594,              0.0006594,              0.0006594
                    139,                 2.4174,                   2.34,                 1.2592,                 0.8127,                0.73431,                0.63414,                 0.6906,                0.27986,                0.40565,                 0.4512,                0.31967,                0.12594,                 1.9391,                 1.8867,                 1.0151,                0.83287,             0.00065374,             0.00065374,             0.00065374
                    140,                  2.404,                 2.3667,                 1.2954,                 0.8275,                0.76235,                0.64353,                0.69291,                0.28926,                0.38705,                0.42655,                0.29827,                 0.1167,                 1.9607,                 1.8476,                 1.0051,                0.83222,             0.00064808,             0.00064808,             0.00064808
                    141,                 2.3405,                 2.6125,                  1.244,                0.82079,                0.76235,                0.64353,                0.69291,                0.28926,                0.38705,                0.42655,                0.29827,                 0.1167,                 1.9607,                 1.8476,                 1.0051,                0.83222,             0.00064242,             0.00064242,             0.00064242
                    142,                  2.368,                  2.171,                 1.2505,                0.81321,                0.76235,                0.64353,                0.69291,                0.28926,                0.38705,                0.42655,                0.29827,                 0.1167,                 1.9607,                 1.8476,                 1.0051,                0.83222,             0.00063676,             0.00063676,             0.00063676
                    143,                 2.5131,                 2.6412,                 1.3131,                0.78628,                0.73445,                0.65075,                0.70662,                0.28964,                0.39553,                0.45572,                 0.3118,                0.12304,                 1.9433,                 1.8092,                0.99575,                0.83079,              0.0006311,              0.0006311,              0.0006311
                    144,                 2.5808,                 2.9124,                 1.3188,                0.78888,                0.73445,                0.65075,                0.70662,                0.28964,                0.39553,                0.45572,                 0.3118,                0.12304,                 1.9433,                 1.8092,                0.99575,                0.83079,             0.00062544,             0.00062544,             0.00062544
                    145,                 2.5082,                 2.5836,                 1.3019,                0.80275,                0.73445,                0.65075,                0.70662,                0.28964,                0.39553,                0.45572,                 0.3118,                0.12304,                 1.9433,                 1.8092,                0.99575,                0.83079,             0.00061979,             0.00061979,             0.00061979
                    146,                 2.3297,                 2.3366,                 1.2142,                0.82716,                0.74252,                0.65149,                0.70638,                 0.2902,                0.40299,                0.44936,                  0.313,                0.12698,                 1.9107,                 1.7918,                0.98802,                0.82927,             0.00061413,             0.00061413,             0.00061413
                    147,                 2.3827,                 2.5671,                 1.2547,                0.82523,                0.74252,                0.65149,                0.70638,                 0.2902,                0.40299,                0.44936,                  0.313,                0.12698,                 1.9107,                 1.7918,                0.98802,                0.82927,             0.00060847,             0.00060847,             0.00060847
                    148,                 2.5118,                 2.5636,                 1.2781,                0.78249,                0.74252,                0.65149,                0.70638,                 0.2902,                0.40299,                0.44936,                  0.313,                0.12698,                 1.9107,                 1.7918,                0.98802,                0.82927,             0.00060281,             0.00060281,             0.00060281
                    149,                 2.3931,                  2.235,                 1.2803,                0.82089,                0.74042,                0.64502,                0.70394,                0.28055,                0.41486,                0.46298,                0.33628,                0.13287,                 1.9533,                 1.8256,                 1.0036,                0.83018,             0.00059715,             0.00059715,             0.00059715
                    150,                 2.2411,                 2.1893,                 1.1724,                0.81923,                0.74042,                0.64502,                0.70394,                0.28055,                0.41486,                0.46298,                0.33628,                0.13287,                 1.9533,                 1.8256,                 1.0036,                0.83018,             0.00059149,             0.00059149,             0.00059149
                    151,                 2.4564,                 2.3476,                 1.2507,                0.80378,                0.74042,                0.64502,                0.70394,                0.28055,                0.41486,                0.46298,                0.33628,                0.13287,                 1.9533,                 1.8256,                 1.0036,                0.83018,             0.00058583,             0.00058583,             0.00058583
                    152,                 2.3664,                  2.268,                 1.2675,                  0.865,                0.74635,                0.60672,                0.69999,                0.25309,                0.49191,                0.48286,                0.40784,                0.16236,                 2.0879,                 1.9361,                 1.0384,                0.83336,             0.00058017,             0.00058017,             0.00058017
                    153,                 2.4451,                 2.2584,                 1.2614,                 0.8206,                0.74635,                0.60672,                0.69999,                0.25309,                0.49191,                0.48286,                0.40784,                0.16236,                 2.0879,                 1.9361,                 1.0384,                0.83336,             0.00057452,             0.00057452,             0.00057452
                    154,                 2.3108,                 2.3035,                 1.2689,                0.81476,                0.74635,                0.60672,                0.69999,                0.25309,                0.49191,                0.48286,                0.40784,                0.16236,                 2.0879,                 1.9361,                 1.0384,                0.83336,             0.00056886,             0.00056886,             0.00056886
                    155,                 2.4929,                 2.5198,                 1.2584,                 0.8148,                0.74635,                0.60672,                0.69999,                0.25309,                0.49191,                0.48286,                0.40784,                0.16236,                 2.0879,                 1.9361,                 1.0384,                0.83336,              0.0005632,              0.0005632,              0.0005632
                    156,                 2.4023,                 2.2251,                  1.247,                0.82026,                0.73658,                0.62467,                0.67883,                0.22118,                0.50369,                0.49608,                0.40586,                0.16876,                  2.205,                 2.0369,                 1.0587,                0.83936,             0.00055754,             0.00055754,             0.00055754
                    157,                 2.3966,                 2.4471,                 1.2601,                0.81731,                0.73658,                0.62467,                0.67883,                0.22118,                0.50369,                0.49608,                0.40586,                0.16876,                  2.205,                 2.0369,                 1.0587,                0.83936,             0.00055188,             0.00055188,             0.00055188
                    158,                 2.4093,                 2.2543,                 1.2506,                0.81947,                0.73658,                0.62467,                0.67883,                0.22118,                0.50369,                0.49608,                0.40586,                0.16876,                  2.205,                 2.0369,                 1.0587,                0.83936,             0.00054622,             0.00054622,             0.00054622
                    159,                 2.5174,                 2.6275,                 1.3185,                0.82351,                0.74454,                0.62346,                0.67565,                 0.2087,                0.56369,                0.48774,                0.45126,                0.18866,                 2.2548,                 2.0656,                 1.0686,                0.83976,             0.00054056,             0.00054056,             0.00054056
                    160,                 2.7241,                 2.3837,                   1.35,                0.79716,                0.74454,                0.62346,                0.67565,                 0.2087,                0.56369,                0.48774,                0.45126,                0.18866,                 2.2548,                 2.0656,                 1.0686,                0.83976,              0.0005349,              0.0005349,              0.0005349
                    161,                 2.3981,                 2.2887,                 1.2083,                0.82439,                0.74454,                0.62346,                0.67565,                 0.2087,                0.56369,                0.48774,                0.45126,                0.18866,                 2.2548,                 2.0656,                 1.0686,                0.83976,             0.00052924,             0.00052924,             0.00052924
                    162,                 2.5028,                 2.3097,                  1.248,                0.80873,                0.73841,                0.62885,                0.66213,                0.21141,                0.52841,                 0.4785,                0.43181,                0.17979,                 2.2224,                 2.0346,                 1.0672,                0.83877,             0.00052359,             0.00052359,             0.00052359
                    163,                 2.2945,                 2.2033,                 1.1451,                0.81622,                0.73841,                0.62885,                0.66213,                0.21141,                0.52841,                 0.4785,                0.43181,                0.17979,                 2.2224,                 2.0346,                 1.0672,                0.83877,             0.00051793,             0.00051793,             0.00051793
                    164,                 2.3983,                 2.2956,                 1.1458,                0.80454,                0.73841,                0.62885,                0.66213,                0.21141,                0.52841,                 0.4785,                0.43181,                0.17979,                 2.2224,                 2.0346,                 1.0672,                0.83877,             0.00051227,             0.00051227,             0.00051227
                    165,                 2.5939,                 2.4375,                 1.4056,                0.79333,                0.73348,                0.63517,                0.67592,                0.23436,                0.49904,                0.50017,                0.41566,                0.17386,                 2.1482,                 1.9417,                 1.0494,                0.83674,             0.00050661,             0.00050661,             0.00050661
                    166,                 2.4274,                 2.0665,                 1.3274,                0.79853,                0.73348,                0.63517,                0.67592,                0.23436,                0.49904,                0.50017,                0.41566,                0.17386,                 2.1482,                 1.9417,                 1.0494,                0.83674,             0.00050095,             0.00050095,             0.00050095
                    167,                 2.2692,                 2.0488,                 1.2044,                0.81308,                0.73348,                0.63517,                0.67592,                0.23436,                0.49904,                0.50017,                0.41566,                0.17386,                 2.1482,                 1.9417,                 1.0494,                0.83674,             0.00049529,             0.00049529,             0.00049529
                    168,                 2.3759,                 2.3463,                 1.3171,                0.80726,                0.75077,                0.65449,                0.71028,                0.25967,                0.46926,                0.47572,                0.37839,                0.16016,                 2.0869,                 1.8677,                 1.0487,                0.83282,             0.00048963,             0.00048963,             0.00048963
                    169,                  2.303,                  2.177,                 1.1846,                0.81322,                0.75077,                0.65449,                0.71028,                0.25967,                0.46926,                0.47572,                0.37839,                0.16016,                 2.0869,                 1.8677,                 1.0487,                0.83282,             0.00048397,             0.00048397,             0.00048397
                    170,                 2.4104,                 2.0974,                 1.2678,                0.78085,                0.75077,                0.65449,                0.71028,                0.25967,                0.46926,                0.47572,                0.37839,                0.16016,                 2.0869,                 1.8677,                 1.0487,                0.83282,             0.00047831,             0.00047831,             0.00047831
                    171,                 2.2888,                 2.0548,                 1.1477,                0.79514,                0.75077,                0.65449,                0.71028,                0.25967,                0.46926,                0.47572,                0.37839,                0.16016,                 2.0869,                 1.8677,                 1.0487,                0.83282,             0.00047266,             0.00047266,             0.00047266
                    172,                 2.4276,                 2.4056,                 1.2661,                0.80559,                0.77239,                0.65501,                0.72822,                0.28775,                0.42836,                0.44849,                0.32878,                0.13267,                 2.0295,                 1.8439,                 1.0163,                0.82922,               0.000467,               0.000467,               0.000467
                    173,                 2.3047,                 2.0741,                 1.1491,                0.80072,                0.77239,                0.65501,                0.72822,                0.28775,                0.42836,                0.44849,                0.32878,                0.13267,                 2.0295,                 1.8439,                 1.0163,                0.82922,             0.00046134,             0.00046134,             0.00046134
                    174,                 2.3727,                 2.2044,                 1.1904,                0.81196,                0.77239,                0.65501,                0.72822,                0.28775,                0.42836,                0.44849,                0.32878,                0.13267,                 2.0295,                 1.8439,                 1.0163,                0.82922,             0.00045568,             0.00045568,             0.00045568
                    175,                 2.4292,                 2.2252,                 1.1899,                0.81324,                0.78279,                0.65287,                0.72951,                0.30344,                0.39182,                  0.401,                 0.2997,                0.11422,                 1.9905,                 1.8468,                 1.0121,                0.82699,             0.00045002,             0.00045002,             0.00045002
                    176,                 2.3953,                 2.3641,                 1.2012,                 0.8228,                0.78279,                0.65287,                0.72951,                0.30344,                0.39182,                  0.401,                 0.2997,                0.11422,                 1.9905,                 1.8468,                 1.0121,                0.82699,             0.00044436,             0.00044436,             0.00044436
                    177,                 2.4705,                 2.3592,                  1.191,                0.82173,                0.78279,                0.65287,                0.72951,                0.30344,                0.39182,                  0.401,                 0.2997,                0.11422,                 1.9905,                 1.8468,                 1.0121,                0.82699,              0.0004387,              0.0004387,              0.0004387
                    178,                  2.488,                 2.2763,                 1.3233,                0.80604,                0.80708,                0.62502,                0.74123,                0.30994,                0.37294,                0.38132,                0.27595,                0.09858,                 1.9506,                 1.8368,                 1.0199,                0.82563,             0.00043304,             0.00043304,             0.00043304
                    179,                 2.5746,                  2.462,                  1.296,                0.77826,                0.80708,                0.62502,                0.74123,                0.30994,                0.37294,                0.38132,                0.27595,                0.09858,                 1.9506,                 1.8368,                 1.0199,                0.82563,             0.00042739,             0.00042739,             0.00042739
                    180,                  2.487,                 2.2538,                 1.3243,                0.80274,                0.80708,                0.62502,                0.74123,                0.30994,                0.37294,                0.38132,                0.27595,                0.09858,                 1.9506,                 1.8368,                 1.0199,                0.82563,             0.00042173,             0.00042173,             0.00042173
                    181,                 2.3552,                 2.3048,                 1.1763,                0.82574,                0.80547,                 0.6223,                0.74429,                0.31744,                0.36312,                0.37203,                0.27009,                0.09778,                 1.9086,                 1.8398,                 1.0333,                0.82542,             0.00041607,             0.00041607,             0.00041607
                    182,                  2.383,                 2.3447,                 1.2729,                0.82207,                0.80547,                 0.6223,                0.74429,                0.31744,                0.36312,                0.37203,                0.27009,                0.09778,                 1.9086,                 1.8398,                 1.0333,                0.82542,             0.00041041,             0.00041041,             0.00041041
