                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    102,                 2.2803,                 2.3193,                 1.1913,                0.82059,                0.71425,                0.64599,                0.71074,                0.27579,                0.41637,                0.45772,                0.35366,                0.14271,                 2.4183,                 2.9661,                 1.1617,                0.87784,             0.00048586,             0.00048586,             0.00048586
                    103,                  2.264,                 2.2848,                 1.3021,                0.80959,                0.69102,                0.65222,                0.71631,                0.27658,                0.39999,                0.46196,                0.35043,                0.13655,                 2.4044,                 3.3007,                 1.1464,                0.87568,             0.00047643,             0.00047643,             0.00047643
                    104,                 2.3165,                 2.4638,                 1.2205,                0.80412,                0.69102,                0.65222,                0.71631,                0.27658,                0.39999,                0.46196,                0.35043,                0.13655,                 2.4044,                 3.3007,                 1.1464,                0.87568,               0.000467,               0.000467,               0.000467
                    105,                 2.3553,                 2.3078,                 1.2494,                0.79434,                0.67864,                0.65248,                0.70385,                0.26119,                0.36313,                0.50133,                0.31902,                0.12048,                 2.4322,                 3.5024,                 1.1485,                0.87614,             0.00045757,             0.00045757,             0.00045757
                    106,                 2.1626,                 2.1011,                 1.1946,                0.82232,                0.67864,                0.65248,                0.70385,                0.26119,                0.36313,                0.50133,                0.31902,                0.12048,                 2.4322,                 3.5024,                 1.1485,                0.87614,             0.00044813,             0.00044813,             0.00044813
                    107,                 2.2839,                 2.2208,                 1.2039,                0.81134,                0.66585,                0.65166,                0.68438,                0.24078,                0.33141,                0.48694,                0.29036,                0.10954,                 2.5172,                 3.5562,                 1.1672,                0.87658,              0.0004387,              0.0004387,              0.0004387
                    108,                 2.2436,                 2.2742,                 1.1984,                 0.8048,                0.66585,                0.65166,                0.68438,                0.24078,                0.33141,                0.48694,                0.29036,                0.10954,                 2.5172,                 3.5562,                 1.1672,                0.87658,             0.00042927,             0.00042927,             0.00042927
                    109,                 2.1621,                   2.25,                 1.1553,                0.81124,                0.66585,                0.65166,                0.68438,                0.24078,                0.33141,                0.48694,                0.29036,                0.10954,                 2.5172,                 3.5562,                 1.1672,                0.87658,             0.00041984,             0.00041984,             0.00041984
                    110,                 2.2876,                 2.2472,                 1.2188,                0.80795,                0.64614,                0.63649,                0.65945,                 0.2239,                 0.3237,                0.47078,                 0.2838,                0.10305,                 2.5886,                 3.5324,                 1.1874,                0.87767,             0.00041041,             0.00041041,             0.00041041
                    111,                 2.2737,                 2.4537,                 1.2644,                0.80819,                0.64614,                0.63649,                0.65945,                 0.2239,                 0.3237,                0.47078,                 0.2838,                0.10305,                 2.5886,                 3.5324,                 1.1874,                0.87767,             0.00040098,             0.00040098,             0.00040098
                    112,                 2.2658,                 2.3147,                 1.2007,                0.82084,                0.64949,                0.63893,                0.65609,                 0.2221,                0.32367,                 0.4702,                 0.2907,                 0.1053,                 2.5976,                 3.4334,                 1.1926,                0.87755,             0.00039155,             0.00039155,             0.00039155
                    113,                 2.1555,                 2.1702,                 1.1579,                0.82413,                0.64949,                0.63893,                0.65609,                 0.2221,                0.32367,                 0.4702,                 0.2907,                 0.1053,                 2.5976,                 3.4334,                 1.1926,                0.87755,             0.00038211,             0.00038211,             0.00038211
                    114,                 2.2033,                 2.2136,                 1.2018,                0.80883,                0.64949,                0.63893,                0.65609,                 0.2221,                0.32367,                 0.4702,                 0.2907,                 0.1053,                 2.5976,                 3.4334,                 1.1926,                0.87755,             0.00037268,             0.00037268,             0.00037268
                    115,                 2.3374,                 2.2565,                 1.3251,                0.79064,                0.69891,                0.60328,                0.66371,                 0.2211,                0.33321,                0.46756,                0.30049,                0.11597,                 2.5877,                 3.2342,                 1.1879,                   0.88,             0.00036325,             0.00036325,             0.00036325
                    116,                 2.3037,                  2.044,                  1.239,                0.78296,                0.69891,                0.60328,                0.66371,                 0.2211,                0.33321,                0.46756,                0.30049,                0.11597,                 2.5877,                 3.2342,                 1.1879,                   0.88,             0.00035382,             0.00035382,             0.00035382
                    117,                 2.0931,                 2.0824,                 1.1123,                0.80302,                0.71665,                0.60164,                0.68365,                0.23521,                0.33524,                0.46279,                0.30524,                0.12062,                 2.5411,                 3.0642,                 1.1719,                 0.8813,             0.00034439,             0.00034439,             0.00034439
                    118,                 2.2516,                 1.9519,                 1.1736,                0.79392,                0.71665,                0.60164,                0.68365,                0.23521,                0.33524,                0.46279,                0.30524,                0.12062,                 2.5411,                 3.0642,                 1.1719,                 0.8813,             0.00033496,             0.00033496,             0.00033496
                    119,                 2.1559,                  2.253,                 1.1453,                0.81621,                0.71665,                0.60164,                0.68365,                0.23521,                0.33524,                0.46279,                0.30524,                0.12062,                 2.5411,                 3.0642,                 1.1719,                 0.8813,             0.00032553,             0.00032553,             0.00032553
                    120,                 2.1549,                 2.1522,                 1.1189,                0.81087,                0.72874,                0.62736,                0.70263,                0.24971,                0.34348,                0.44882,                0.31084,                0.12275,                 2.5083,                 3.1193,                  1.167,                0.87895,             0.00031609,             0.00031609,             0.00031609
                    121,                 2.1096,                 2.1425,                 1.1453,                0.80209,                0.72874,                0.62736,                0.70263,                0.24971,                0.34348,                0.44882,                0.31084,                0.12275,                 2.5083,                 3.1193,                  1.167,                0.87895,             0.00030666,             0.00030666,             0.00030666
                    122,                 2.0756,                 2.1584,                 1.1233,                0.80833,                0.72947,                0.62683,                0.71732,                0.26152,                0.36395,                0.43943,                0.32616,                0.13041,                 2.4602,                 3.1652,                 1.1556,                0.87751,             0.00029723,             0.00029723,             0.00029723
                    123,                 2.1275,                 2.0305,                 1.1029,                0.80694,                0.72947,                0.62683,                0.71732,                0.26152,                0.36395,                0.43943,                0.32616,                0.13041,                 2.4602,                 3.1652,                 1.1556,                0.87751,              0.0002878,              0.0002878,              0.0002878
                    124,                 2.1557,                 2.1003,                 1.1269,                0.81061,                0.72947,                0.62683,                0.71732,                0.26152,                0.36395,                0.43943,                0.32616,                0.13041,                 2.4602,                 3.1652,                 1.1556,                0.87751,             0.00027837,             0.00027837,             0.00027837
                    125,                 2.1912,                 2.1764,                  1.218,                0.80222,                0.74202,                0.62582,                0.72789,                0.27328,                0.36402,                0.42412,                 0.3167,                0.12887,                 2.4315,                 3.1849,                 1.1544,                0.87536,             0.00026894,             0.00026894,             0.00026894
                    126,                 2.1867,                 2.2583,                 1.2173,                0.79915,                0.74202,                0.62582,                0.72789,                0.27328,                0.36402,                0.42412,                 0.3167,                0.12887,                 2.4315,                 3.1849,                 1.1544,                0.87536,             0.00025951,             0.00025951,             0.00025951
                    127,                 2.1695,                  2.124,                 1.1087,                0.81722,                0.74021,                0.62735,                0.72284,                0.27488,                0.36691,                0.41851,                0.31137,                0.12367,                 2.4353,                 3.2546,                 1.1612,                0.87376,             0.00025007,             0.00025007,             0.00025007
                    128,                 2.1778,                 2.0781,                  1.142,                0.79043,                0.74021,                0.62735,                0.72284,                0.27488,                0.36691,                0.41851,                0.31137,                0.12367,                 2.4353,                 3.2546,                 1.1612,                0.87376,             0.00024064,             0.00024064,             0.00024064
                    129,                 2.0469,                 1.9803,                 1.1269,                0.82412,                0.74021,                0.62735,                0.72284,                0.27488,                0.36691,                0.41851,                0.31137,                0.12367,                 2.4353,                 3.2546,                 1.1612,                0.87376,             0.00023121,             0.00023121,             0.00023121
                    130,                  2.166,                 2.1092,                 1.1761,                0.79925,                0.74881,                0.61941,                0.72044,                0.26707,                0.36211,                0.40513,                 0.2969,                0.11493,                 2.4707,                 3.3181,                 1.1776,                0.87415,             0.00022178,             0.00022178,             0.00022178
                    131,                 2.0207,                 1.9745,                 1.1075,                0.82735,                0.74881,                0.61941,                0.72044,                0.26707,                0.36211,                0.40513,                 0.2969,                0.11493,                 2.4707,                 3.3181,                 1.1776,                0.87415,             0.00021235,             0.00021235,             0.00021235
                    132,                 2.3231,                 2.2727,                 1.2321,                0.78164,                0.74129,                0.63279,                0.71537,                0.26406,                0.36682,                0.40747,                 0.3014,                0.11377,                 2.4847,                 3.3373,                 1.1771,                0.87493,             0.00020292,             0.00020292,             0.00020292
                    133,                 2.1734,                 1.9933,                 1.1425,                0.80861,                0.74129,                0.63279,                0.71537,                0.26406,                0.36682,                0.40747,                 0.3014,                0.11377,                 2.4847,                 3.3373,                 1.1771,                0.87493,             0.00019349,             0.00019349,             0.00019349
                    134,                 2.0801,                 2.0479,                 1.1311,                0.80864,                0.74129,                0.63279,                0.71537,                0.26406,                0.36682,                0.40747,                 0.3014,                0.11377,                 2.4847,                 3.3373,                 1.1771,                0.87493,             0.00018406,             0.00018406,             0.00018406
                    135,                 2.1399,                 2.0353,                 1.1232,                0.79575,                0.72902,                0.63004,                0.70696,                0.25832,                0.36534,                 0.3944,                0.29237,                0.10777,                 2.5092,                 3.4038,                 1.1677,                0.87492,             0.00017462,             0.00017462,             0.00017462
                    136,                 2.2359,                 2.1455,                 1.2217,                0.79941,                0.72902,                0.63004,                0.70696,                0.25832,                0.36534,                 0.3944,                0.29237,                0.10777,                 2.5092,                 3.4038,                 1.1677,                0.87492,             0.00016519,             0.00016519,             0.00016519
                    137,                 1.9838,                 1.9305,                 1.0216,                0.81861,                0.73087,                0.64171,                0.72051,                0.27111,                0.35829,                0.40164,                0.29574,                0.10652,                 2.4564,                 3.3289,                 1.1509,                0.87344,             0.00015576,             0.00015576,             0.00015576
                    138,                 2.1896,                 2.1797,                 1.2777,                0.81715,                0.73087,                0.64171,                0.72051,                0.27111,                0.35829,                0.40164,                0.29574,                0.10652,                 2.4564,                 3.3289,                 1.1509,                0.87344,             0.00014633,             0.00014633,             0.00014633
                    139,                 2.1155,                 2.1464,                 1.0741,                0.79691,                0.74549,                0.64484,                0.72722,                0.28114,                0.36462,                0.39657,                0.29558,                 0.1064,                 2.4215,                 3.2889,                 1.1375,                0.87125,              0.0001369,              0.0001369,              0.0001369
                    140,                 2.0986,                 2.0068,                 1.1232,                0.80588,                0.74549,                0.64484,                0.72722,                0.28114,                0.36462,                0.39657,                0.29558,                 0.1064,                 2.4215,                 3.2889,                 1.1375,                0.87125,             0.00012747,             0.00012747,             0.00012747
                    141,                 2.1296,                  2.126,                 1.2267,                0.81195,                0.74549,                0.64484,                0.72722,                0.28114,                0.36462,                0.39657,                0.29558,                 0.1064,                 2.4215,                 3.2889,                 1.1375,                0.87125,             0.00011804,             0.00011804,             0.00011804
                    142,                 2.0611,                 2.0246,                 1.1066,                0.82531,                 0.7462,                 0.6432,                0.73328,                0.27891,                0.33365,                0.40028,                 0.2701,                0.09974,                 2.4597,                 3.3506,                 1.1337,                0.86966,              0.0001086,              0.0001086,              0.0001086
                    143,                 2.2059,                 2.0474,                 1.2692,                0.82556,                 0.7462,                 0.6432,                0.73328,                0.27891,                0.33365,                0.40028,                 0.2701,                0.09974,                 2.4597,                 3.3506,                 1.1337,                0.86966,             9.9173e-05,             9.9173e-05,             9.9173e-05
                    144,                 2.1761,                 2.0056,                 1.2784,                0.81848,                0.74622,                0.66624,                0.73657,                0.28053,                0.32742,                0.40368,                0.26674,                0.10059,                 2.4668,                 3.3798,                 1.1268,                 0.8677,             8.9741e-05,             8.9741e-05,             8.9741e-05
                    145,                 2.1315,                 1.9942,                 1.2358,                0.82398,                0.74622,                0.66624,                0.73657,                0.28053,                0.32742,                0.40368,                0.26674,                0.10059,                 2.4668,                 3.3798,                 1.1268,                 0.8677,              8.031e-05,              8.031e-05,              8.031e-05
                    146,                 2.1133,                  1.948,                 1.1498,                0.81014,                0.74622,                0.66624,                0.73657,                0.28053,                0.32742,                0.40368,                0.26674,                0.10059,                 2.4668,                 3.3798,                 1.1268,                 0.8677,             7.0878e-05,             7.0878e-05,             7.0878e-05
                    147,                 2.0794,                 2.0839,                  1.128,                0.83924,                0.74521,                0.66501,                0.73553,                 0.2823,                0.32334,                0.41617,                0.26961,                0.10407,                 2.4518,                 3.3533,                 1.1168,                0.86625,             6.1447e-05,             6.1447e-05,             6.1447e-05
                    148,                 2.0869,                 2.2419,                 1.1216,                0.81827,                0.74521,                0.66501,                0.73553,                 0.2823,                0.32334,                0.41617,                0.26961,                0.10407,                 2.4518,                 3.3533,                 1.1168,                0.86625,             5.2016e-05,             5.2016e-05,             5.2016e-05
                    149,                 2.1361,                 2.0874,                  1.204,                0.82139,                0.74964,                 0.6651,                 0.7393,                 0.2849,                0.33727,                0.41025,                0.27868,                0.10752,                  2.431,                 3.3617,                  1.109,                0.86552,             4.2584e-05,             4.2584e-05,             4.2584e-05
                    150,                 2.2064,                 2.4003,                 1.3173,                0.80669,                0.74964,                 0.6651,                 0.7393,                 0.2849,                0.33727,                0.41025,                0.27868,                0.10752,                  2.431,                 3.3617,                  1.109,                0.86552,             3.3153e-05,             3.3153e-05,             3.3153e-05
